"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","URL Encoded Address","Crawl Timestamp"
"https://www.rnwmultimedia.edu.in/assets/img/photos/infra_3.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","1569208","1569208","1569208","611.112","","0","","","","","0.000","1","3","","8","8","0","2.220","0","0","0","0","0","0","","","","","","0.648","Thu, 25 Jan 2024 12:13:04 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/photos/infra_3.jpg","2025-05-07 18:31:55"
"https://www.rnwmultimedia.edu.in/images/animation.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","92977","92977","92977","36.209","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.617","Fri, 23 Sep 2022 06:19:04 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/images/animation.jpg","2025-05-07 18:31:55"
"https://www.rnwmultimedia.edu.in/new_panel/uploads/navsari.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","100863","100863","100863","39.280","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.609","Wed, 04 Oct 2023 13:25:34 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/new_panel/uploads/navsari.png","2025-05-07 18:31:55"
"https://www.rnwmultimedia.edu.in/assets/img/photos/rnw-logo.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","137703","137703","137703","53.627","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.653","Mon, 06 Jan 2025 05:46:46 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/photos/rnw-logo.png","2025-05-07 18:31:55"
"https://www.rnwmultimedia.edu.in/assets/img/student/archit-kotadiya.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","17529","17529","17529","6.826","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.635","Tue, 08 Nov 2022 11:22:52 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/student/archit-kotadiya.jpg","2025-05-07 18:31:55"
"https://www.rnwmultimedia.edu.in/assets/img/student/student-3.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","50694","50694","50694","19.742","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.646","Tue, 08 Nov 2022 11:22:54 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/student/student-3.jpg","2025-05-07 18:31:56"
"https://www.rnwmultimedia.edu.in/sitemapcitiespages.php","text/html; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","17536","1003","1003","0.391","","79","474","0.167","0.000","Very Hard","35.977","1","0","","245","245","0","68.060","79","79","0","0","0","0","","","","","8464ae9ebacef45faebc49383c1bf14a","1.023","","","","","","1.1","","https://www.rnwmultimedia.edu.in/sitemapcitiespages.php","2025-05-07 18:31:55"
"https://www.rnwmultimedia.edu.in/react-native-training-surat.php","text/html; charset=UTF-8","200","OK","Indexable","","React Native Course in Surat | 100% Job Guaranteed","50","462","","0","0","Best React Native institute in Surat. Apply online admissions for advanced training of react native Course in Surat ,placements Support, Low fees, complete 2024 Course","167","1039","","0","0","","0","React Native Training Course in Surat","37","","0","About React Native Course","25","","0","index","","","","https://www.rnwmultimedia.edu.in/react-native-training-surat.php","","","","","","60803","11442","11442","4.456","","389","84","4.631","89.480","Easy","7.342","1","0","","147","142","0","39.440","132","86","0","13","11","0","","","","","ce006503ba456b4f92f529efad23dcaf","1.076","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/react-native-training-surat.php","2025-05-07 18:31:56"
"https://www.rnwmultimedia.edu.in/courses.php","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","263","140","0","38.890","0","0","0","0","0","0","","","","","","","","","","","","None","","https://www.rnwmultimedia.edu.in/courses.php","2025-05-07 18:31:57"
"https://www.rnwmultimedia.edu.in/images/mac-screen.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","52344","52344","52344","20.385","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.655","Wed, 22 Mar 2023 11:39:04 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/images/mac-screen.png","2025-05-07 18:31:57"
"https://www.rnwmultimedia.edu.in/graphic-design-course-surat.php","text/html; charset=UTF-8","200","OK","Indexable","","Graphic design courses in Surat | No1 Graphic Design Institute in Surat","71","621","","0","0","Are You looking for Best Graphic design courses in Surat? Join RnwMultimedia- Certified Graphic design institute in Surat. Get completely practically oriented graphic design classes from professionals at price.","210","1292","","0","0","","0","Graphic Design Courses in surat","31","","0","About Graphic Design Courses","28","Prerequisites","13","index","","","","https://www.rnwmultimedia.edu.in/graphic-design-course-surat.php","","","","","","111231","16657","16657","6.487","","693","168","4.125","66.409","Normal","6.134","1","0","","511","149","0","41.390","124","84","0","24","22","0","","","","","f360295d8918f2caf37c89a05515fa25","1.272","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/graphic-design-course-surat.php","2025-05-07 18:31:56"
"https://www.rnwmultimedia.edu.in/corel-draw-training-course-surat.php","text/html; charset=UTF-8","200","OK","Indexable","","Coreldraw classes in Surat | No1 Training Institute 2024","56","491","","0","0","Advanced coreldraw training classes in Surat. Learn the art of logo designing and make awesome banners under the guidance of experts from RnWmultimedia","151","980","","0","0","","0","Coreldraw classes in surat","26","","0","About Corel Draw Course","23","About Course","12","index","","","","https://www.rnwmultimedia.edu.in/corel-draw-training-course-surat.php","","","","","","67128","12166","12166","4.738","","564","100","5.640","71.810","Fairly Easy","8.601","1","0","","149","145","0","40.280","136","92","0","13","11","0","","","","","a6e56f37b02448d3a0bec11fc7ea0c2e","1.319","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/corel-draw-training-course-surat.php","2025-05-07 18:31:56"
"https://www.rnwmultimedia.edu.in/anchoring-course-surat.php","text/html; charset=UTF-8","200","OK","Non-Indexable","noindex","Become a Professional Anchor with RJVEER | Media & Entertainment Career","71","671","","0","0","","0","0","","0","0","","0","Anchoring Course In Surat","25","","0","Course Highlights","17","Whether you are student, professional, or entrepreneur","54","noindex","","","","","","","","","","70475","12428","12428","4.840","","542","96","5.646","74.048","Fairly Easy","8.194","1","0","","62","61","0","16.940","123","84","0","13","11","0","","","","","53899b3e60a5432cc41bad486923fe1e","1.266","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/anchoring-course-surat.php","2025-05-07 18:31:56"
"https://www.rnwmultimedia.edu.in/assets/img/photos/infra_1.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","1160724","1160724","1160724","452.032","","0","","","","","0.000","1","3","","8","8","0","2.220","0","0","0","0","0","0","","","","","","0.610","Thu, 25 Jan 2024 12:13:02 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/photos/infra_1.jpg","2025-05-07 18:31:58"
"https://www.rnwmultimedia.edu.in/assets/img/student/Himanshu-Kachhadiya.jpeg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","20354","20354","20354","7.927","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.633","Tue, 08 Nov 2022 11:22:52 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/student/Himanshu-Kachhadiya.jpeg","2025-05-07 18:31:58"
"https://www.rnwmultimedia.edu.in/ahmedabad/contact.php","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised,noindex","Contact Us: Red and White Institute Phone number & Address Details","66","609","","0","0","Check out the address for all the branches of Red and White Institute. Address Details, Email, Live Chat and Phone Number. Call 9331313198","138","873","","0","0","","0","Contact Us","10","","0","","0","","0","noindex","index, nofollow","","","https://www.rnwmultimedia.edu.in/contact.php","","","","","","78342","11277","11277","4.392","","251","83","3.024","91.864","Very Easy","4.578","1","1","","300","53","0","14.720","121","76","0","18","16","0","","","","","6bf7de03230a383a51d6a30a3ea28226","1.274","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/ahmedabad/contact.php","2025-05-07 18:31:57"
"https://www.rnwmultimedia.edu.in/animation-course-surat.php","text/html; charset=UTF-8","200","OK","Indexable","","VFX Animation Courses in Surat | No1 3d animation institute","59","532","","0","0","Looking for the best animation institute in Surat? Join Rnwmultimedia for 2d 3d  animation & vfx course in Surat with affordable fees. Get training of animation course in Surat","176","1071","","0","0","","0","","0","","0","Animation Courses in Surat","26","About Animation Course","22","index","index","","","","","","","","","117313","16558","16558","6.448","","1185","227","5.220","63.606","Normal","8.477","1","0","","229","144","0","40.000","135","95","0","15","12","0","","","","","19e0e62b9f69d64fd19dfbf016dc2a5f","1.298","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/animation-course-surat.php","2025-05-07 18:31:57"
"https://www.rnwmultimedia.edu.in/autocad-course-surat.php","text/html; charset=UTF-8","200","OK","Indexable","","Autocad classes in Surat| 2024 Course module| Govt Certified Institute","70","622","","0","0","Get best Autodesk Autocad course in Surat from certified Autodesk training institute in Surat. Covering CAD/CAM/CAE and project management for mechanical engineering students.","175","1131","","0","0","","0","Autodesk Autocad Training in Surat","34","","0","About Autodesk Autocad Training","31","","0","","","","","https://www.rnwmultimedia.edu.in/autocad-course-surat.php","","","","","","64337","11342","11342","4.417","","669","109","6.138","79.712","Fairly Easy","9.586","1","0","","66","61","0","16.940","129","85","0","13","11","0","","","","","1c1a3c0ace32501dd5b3fdf0ed0a9222","1.349","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/autocad-course-surat.php","2025-05-07 18:31:57"
"https://www.rnwmultimedia.edu.in/images/trending-full.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","185920","185920","185920","72.405","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.637","Tue, 04 Oct 2022 05:49:36 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/images/trending-full.jpg","2025-05-07 18:31:58"
"https://www.rnwmultimedia.edu.in/contact.php","text/html; charset=UTF-8","200","OK","Indexable","","Contact Us: Red and White Institute Phone number & Address Details","66","609","","0","0","Check out the address for all the branches of Red and White Institute. Address Details, Email, Live Chat and Phone Number. Call 9331313198","138","873","","0","0","","0","Contact Us","10","","0","","0","","0","index, nofollow","","","","https://www.rnwmultimedia.edu.in/contact.php","","","","","","83503","12729","12729","4.957","","330","106","3.113","94.208","Very Easy","5.194","1","0","","791","158","0","43.890","135","92","0","23","21","0","","","","","1e7da59e9c8671249c594bcb127edfe","1.063","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/contact.php","2025-05-07 18:31:58"
"https://www.rnwmultimedia.edu.in/images/beti-bachao-beti-padhao-min.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","12390","12390","12390","4.825","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.846","Wed, 26 Apr 2023 07:19:36 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/images/beti-bachao-beti-padhao-min.png","2025-05-07 18:31:59"
"https://www.rnwmultimedia.edu.in/images/java.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","47767","47767","47767","18.602","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.904","Fri, 23 Sep 2022 06:19:26 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/images/java.jpg","2025-05-07 18:31:59"
