"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","URL Encoded Address","Crawl Timestamp"
"https://www.tops-int.com/css/assets/owl.theme.default.min.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.037","Fri, 10 Mar 2023 11:49:28 GMT","","","","","1.1","","https://www.tops-int.com/css/assets/owl.theme.default.min.css","2025-05-26 13:15:47"
"https://www.tops-int.com/aspdotnet-training-course-online","text/html; charset=UTF-8","200","OK","Indexable","","ASP.NET Training Course Online - TOPS Technologies","50","477","Learn to make cross-platform apps in ASP.Net with our online ASP.Net course! Our online .net training & classes includes real-time projects & 100%  Job Placement Assistance!","173","1083","ASP.NET Training Course Online, Get .NET Certification Training,  ASP.NET Course","80","ASP.NET Training Course Online","30","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/aspdotnet-training-course-online","","","","","","223057","23204","23204","9.037","","1332","411","3.241","74.550","Fairly Easy","6.696","1","0","","389","187","0","99.470","271","127","0","17","11","0","","","","","e35e95031dd18c5ac6cf8a49c863b894","0.573","","","","","en","1.1","","https://www.tops-int.com/aspdotnet-training-course-online","2025-05-26 13:15:47"
"https://www.tops-int.com/node-training-course","text/html; charset=UTF-8","200","OK","Indexable","","NodeJS Training Course : NodeJS Tutorials & Training","52","478","Want to learn NodeJS? Enroll in our NodeJS certification course to interact with experts & Get real-time project training, practical classes & interview questions for a job.","173","1037","NodeJS Training Course,  NodeJS tutorials","41","NodeJS Training Course","22","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/node-training-course","","","","","","251196","25894","25894","10.084","","1299","396","3.280","78.592","Fairly Easy","5.777","1","0","","407","187","0","99.470","278","124","0","31","25","0","","","","","b074af0206f4b896edb5e88d033cbff5","0.599","","","","","en","1.1","","https://www.tops-int.com/node-training-course","2025-05-26 13:15:47"
"https://www.tops-int.com/js/datalayer.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.074","Tue, 13 Jun 2023 03:03:44 GMT","","","","","1.1","","https://www.tops-int.com/js/datalayer.js","2025-05-26 13:15:48"
"https://www.tops-int.com/web-design-training-course","text/html; charset=UTF-8","200","OK","Indexable","","Web Designing Course, Training & Classes - TOPS Technologies","60","564","Are you looking for Web Designing Course & Training? Learn Website Design with our Institute includes curated Classes & 100%  Job Placement Assistance. Enrol to learn with experts!","180","1134","web designing course, web design training, web designing institute, web design classes","86","Web Designing Course","20","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/web-design-training-course","","","","","","322705","40909","40909","15.932","","5270","977","5.394","67.493","Normal","12.171","1","0","","396","187","0","99.470","285","132","0","25","19","0","","","","","ee05b95764ab84e9d1b430a38197ca1","0.602","","","","","en","1.1","","https://www.tops-int.com/web-design-training-course","2025-05-26 13:15:48"
"https://www.tops-int.com/software-testing-training-course","text/html; charset=UTF-8","200","OK","Indexable","","Software Testing Course - TOPS Technologies","43","409","Software Testing Course, Get Software Testing Certification Course with 100% Job at MNCs  Complete Companies, Theory and Live Project-based Learning - ⭐TOPS","156","1009","Software Testing Course, Software Testing Training Course, software testing course with placement, software testing certification course, software testing training, software testing training institute","200","Software Testing Course","23","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/software-testing-training-course","","","","","","313921","39828","39828","15.511","","4884","893","5.469","61.756","Normal","12.201","1","0","","398","187","0","99.470","285","132","0","31","25","0","","","","","8022f374a498b690eab49df14f2225b5","0.686","","","","","en","1.1","","https://www.tops-int.com/software-testing-training-course","2025-05-26 13:15:48"
"https://www.tops-int.com/data-analytics-course","text/html; charset=UTF-8","200","OK","Indexable","","Data Analytics Courses - TOPS Technologies","42","395","✅ Data Analytics Courses with certification & 100% Job Placement Assistance. Enrol in our Data Analytics institute to get live project Training With interview preparation.","171","1040","Data Analytics Courses, Data Analytics Certification, Best Data Analytics Courses, Data Analytics Certification Courses, Data Analytics Certification Training, Data Analytics Training","183","Data Analytics Courses","22","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/data-analytics-course","","","","","","291924","38316","38316","14.922","","4709","906","5.198","54.295","Fairly Hard","12.843","1","0","","395","187","0","99.470","290","137","0","25","19","0","","","","","574771f8437b7759682b27a35c5d5803","0.696","","","","","en","1.1","","https://www.tops-int.com/data-analytics-course","2025-05-26 13:15:48"
"https://www.tops-int.com/aspdotnet-mvc-training-course","text/html; charset=UTF-8","200","OK","Indexable","","ASP.NET MVC Full Course  - TOPS Technologies","44","423","We offer ASP.NET MVC Full Course. Enroll in our ASP.NET MVC Training Institute with experts to get a Live Project Training & 100% job Assistance!","145","912","asp net mvc full course, net course, ASP.NET MVC Training Course, asp net mvc tutorial","86","ASP .Net MVC Full Course","24","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/aspdotnet-mvc-training-course","","","","","","248302","25405","25405","9.894","","1282","403","3.181","79.016","Fairly Easy","5.844","1","0","","407","187","0","99.470","275","123","0","26","20","0","","","","","308641c025bc7d51f179a195ba5a11ef","0.489","","","","","en","1.1","","https://www.tops-int.com/aspdotnet-mvc-training-course","2025-05-26 13:15:49"
"https://www.tops-int.com/images/placement-banner-mob.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","12004","12004","12004","4.675","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.023","Fri, 10 Mar 2023 11:49:28 GMT","","","","","1.1","","https://www.tops-int.com/images/placement-banner-mob.jpg","2025-05-26 13:15:50"
"https://www.tops-int.com/digital-marketing","text/html; charset=UTF-8","200","OK","Indexable","","Digital Marketing Training for Success at TOPS","46","414","Join TOPS Technologies for Digital Marketing training and unlock your path to success. Master SEO, social media, and more to boost your career in the digital world.","164","1016","","0","","0","","0","","0","","","","https://www.tops-int.com/digital-marketing","","","","","","171963","16007","16007","6.234","","132","34","3.882","51.640","Fairly Hard","4.609","1","0","","191","187","0","99.470","272","142","0","5","5","0","","","","","1ba376c8c6398b53f29e0dc521086039","0.268","","","","","en","1.1","","https://www.tops-int.com/digital-marketing","2025-05-26 13:15:50"
"https://www.tops-int.com/software-engineering-course","text/html; charset=UTF-8","200","OK","Indexable","","Programming & Coding Course - TOPS Technologies","47","465","Best Programming and Coding Course with a 100% Job Placement Assistance! TOPS offers Software Engineer Training and Placement with Certification.","145","948","software engineering course, software engineer training, software engineer training and placement, software engineer training classes, software engineering institute","165","Computer Course","15","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/software-engineering-course","","","","","","245034","26055","26055","10.147","","1447","375","3.859","70.435","Fairly Easy","6.544","1","0","","408","187","0","99.470","282","127","0","26","20","0","","","","","8ff5a43aa8120fe3e816778c6fba01d0","0.534","","","","","en","1.1","","https://www.tops-int.com/software-engineering-course","2025-05-26 13:15:49"
"https://www.tops-int.com/js/cookies.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.028","Fri, 06 Sep 2024 10:36:41 GMT","","","","","1.1","","https://www.tops-int.com/js/cookies.js","2025-05-26 13:15:50"
"https://www.tops-int.com/it-training?category=live-project-training","text/html; charset=UTF-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","188","187","0","99.470","0","0","0","0","0","0","","","","","","0.048","","https://www.tops-int.com/live-project-training","HTTP Redirect","","","1.1","","https://www.tops-int.com/it-training?category=live-project-training","2025-05-26 13:15:50"
"https://www.tops-int.com/images/google.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4248","4248","4248","1.654","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.085","Fri, 10 Mar 2023 11:49:28 GMT","","","","","1.1","","https://www.tops-int.com/images/google.png","2025-05-26 13:15:51"
"https://www.tops-int.com/css/home.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.081","Fri, 10 Mar 2023 11:49:28 GMT","","","","","1.1","","https://www.tops-int.com/css/home.css","2025-05-26 13:15:51"
"https://www.tops-int.com/images/instagram.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2997","2997","2997","1.167","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.090","Fri, 10 Mar 2023 11:49:28 GMT","","","","","1.1","","https://www.tops-int.com/images/instagram.png","2025-05-26 13:15:51"
"https://www.tops-int.com/js/assets/jquery.magnific-popup.min.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.082","Fri, 10 Mar 2023 11:49:28 GMT","","","","","1.1","","https://www.tops-int.com/js/assets/jquery.magnific-popup.min.js","2025-05-26 13:15:51"
"https://www.tops-int.com/css/assets/owl.carousel.min.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.093","Fri, 10 Mar 2023 11:49:28 GMT","","","","","1.1","","https://www.tops-int.com/css/assets/owl.carousel.min.css","2025-05-26 13:15:52"
"https://www.tops-int.com/joomla-training-course","text/html; charset=UTF-8","200","OK","Indexable","","Joomla CMS Training | Joomla Course | TOPS Technologies","55","529","Learn Joomla basics and advanced with top class Joomla Training Course at ⭐TOPS. Coaching with essential concepts, expert knowledge, live project training, and job assurance.","174","1102","Joomla Training, Joomla Course, Joomla CMS Training","51","Joomla Training Course","22","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/joomla-training-course","","","","","","231078","23527","23527","9.162","","830","272","3.051","74.697","Fairly Easy","5.182","1","0","","404","187","0","99.470","275","123","0","26","20","0","","","","","4e29b3fa6578528b1b56dce84fbf722b","0.896","","","","","en","1.1","","https://www.tops-int.com/joomla-training-course","2025-05-26 13:15:51"
"https://www.tops-int.com/seo-training-course","text/html; charset=UTF-8","200","OK","Indexable","","SEO Course : SEO Certification Course & Training | TOPS","55","497","Looking for SEO Course - ⭐TOPS is the #1 SEO Training & Placement Company With Basic, Advance, Live Project & 100% Job at 3000+ IT companies.","141","918","SEO Training Course, Best SEO Training Course, SEO Course, Best SEO Course, SEO Certification Course, Advanced SEO Course","121","SEO Course","10","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/seo-training-course","","","","","","315518","44143","44143","17.191","","6623","1113","5.951","63.197","Normal","15.387","1","0","","391","187","0","99.470","282","130","0","25","19","0","","","","","9e378de921a476841967825d142fa7c6","0.825","","","","","en","1.1","","https://www.tops-int.com/seo-training-course","2025-05-26 13:15:51"
"https://www.tops-int.com/flutter-training-course","text/html; charset=UTF-8","200","OK","Indexable","","Flutter Course | Flutter Training & Certification |TOPS","55","466","Flutter Course: Enroll in Our Institute for the Best Flutter Course to Get Training & Certification with 100% Job and Live Project-based Learning.","146","880","flutter course, best flutter course, flutter full course, flutter development course, flutter training, flutter training course, flutter certification, flutter certification course","180","Best Flutter Course","19","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/flutter-training-course","","","","","","304927","39901","39901","15.539","","6002","983","6.106","66.408","Normal","14.365","1","0","","389","187","0","99.470","282","132","0","25","19","0","","","","","4d20c6ca3af11b1ba470c66cddbe3e8a","0.919","","","","","en","1.1","","https://www.tops-int.com/flutter-training-course","2025-05-26 13:15:51"
"https://www.tops-int.com/live-project-training-java","text/html; charset=UTF-8","200","OK","Indexable","","Java Live Project Training | Java Certification | TOPS Technologies","67","588","Get Live Java Project Training - ✅ Java Projects with Source Code - 100% Job Placement Assistance on Project Completion with Govt Certificate ⭐TOPS Technologies","160","1018","Live Project Training in Java, java training live projects, java live project training","86","Live Project Training in Java","29","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/live-project-training-java","","","","","","278643","28450","28450","11.080","","2238","602","3.718","76.010","Fairly Easy","7.161","1","0","","406","187","0","99.470","280","126","0","31","25","0","","","","","bbb5aa40c204eb1c7f966e751db67f9d","1.064","","","","","en","1.1","","https://www.tops-int.com/live-project-training-java","2025-05-26 13:15:51"
"https://www.tops-int.com/digital-marketing-training-course","text/html; charset=UTF-8","200","OK","Indexable","","Digital Marketing Course | Digital Marketing Institute - TOPS","61","525","Are you looking for Digital Marketing Course? Enroll in our Digital Marketing Institute to learn Digital Marketing with Certification & 100% Job at 3000+ IT companies.","167","1017","Digital Marketing Training, Best Digital Marketing Course, Digital Marketing Course, digital marketing institute near me, best institute for digital marketing with placement","173","Best Digital Marketing Course","29","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/digital-marketing-training-course","","","","","","317425","39871","39871","15.527","","4710","876","5.377","60.952","Normal","11.605","1","0","","394","187","0","99.470","287","132","0","25","19","0","","","","","ede401b67cd52d7a664ac9cd54359e1b","0.709","","","","","en","1.1","","https://www.tops-int.com/digital-marketing-training-course","2025-05-26 13:15:53"
"https://www.tops-int.com/graphic-designing-training-course-online","text/html; charset=UTF-8","200","OK","Indexable","","Online Graphic Designing Course and Training  | TOPS Technologies","65","596","Enroll in our online graphic designing course to learn the latest tools & techniques! We offer online training & classes with a certificate &  Job Placement Assistance!","168","1011","Online Graphic Designing Course","31","Graphic Designing Training Course Online","40","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/graphic-designing-training-course-online","","","","","","222516","23613","23613","9.196","","1521","400","3.803","69.206","Normal","7.293","1","0","","387","187","0","99.470","269","127","0","23","17","0","","","","","4eb2da5ad1b4319c6fd48a5012437359","0.782","","","","","en","1.1","","https://www.tops-int.com/graphic-designing-training-course-online","2025-05-26 13:15:53"
"https://www.tops-int.com/blog/certifications-career-benefits-unlocking-career-growth-through-digital-marketing-courses","text/html; charset=UTF-8","200","OK","Indexable","","Certifications & Career Benefits: Unlocking Career Growth Through Digital Marketing Courses","91","820","Boost your career with digital marketing certifications. Enroll with TOPS Technologies today!","93","571","Digital Marketing, SEO (Search Engine Optimization), Affiliate Marketing, Social Media Marketing, Content Marketing","115","Certifications & Career Benefits: Unlocking Career Growth Through Digital Marketing Courses","91","Why Digital Marketing Certifications Matter","43","How to Choose the Right Digital Marketing Course","48","","","","https://www.tops-int.com/blog/certifications-career-benefits-unlocking-career-growth-through-digital-marketing-courses","","","","","","179326","20145","20145","7.845","","1129","192","5.880","46.429","Hard","8.124","1","1","","18","16","0","8.510","313","184","0","10","6","0","","","","","7d7a8b3c7cd0b3a8c483c868904fe581","0.920","","","","","en","1.1","","https://www.tops-int.com/blog/certifications-career-benefits-unlocking-career-growth-through-digital-marketing-courses","2025-05-26 13:15:53"
"https://www.tops-int.com/android-training-course-online","text/html; charset=UTF-8","200","OK","Indexable","","Online Android Course &Training - TOPS Technologies","51","479","Join our online Android training & programming course to create user-friendly apps. Learn Android development with our tutorials & classes & get 100% Job Placement Assistance!","175","1109","Android Training Course Online, Android Certification","53","Android Training Course Online","30","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/android-training-course-online","","","","","","232104","24040","24040","9.362","","1725","441","3.912","74.812","Fairly Easy","7.357","1","0","","386","187","0","99.470","270","127","0","17","11","0","","","","","a8ef9d9dac9f1389d2e82c0cd198d611","1.165","","","","","en","1.1","","https://www.tops-int.com/android-training-course-online","2025-05-26 13:15:53"
"https://www.tops-int.com/cloud-computing-training","text/html; charset=UTF-8","200","OK","Indexable","","Cloud Computing Courses & Training - TOPS Technologies","54","518","✅ Cloud Computing Courses with 100% Job at 3000+ IT Companies ⭐ TOPS Offers ✅ Cloud Computing Course with 100% Job Placement Assistance- Free Demo Available","156","1047","Cloud Computing Training Course, cloud computing courses, cloud computing certification courses, cloud computing course with placement, cloud computing courses for beginners, cloud computing training, cloud computing training with job guarantee","244","Cloud Computing Course","22","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/cloud-computing-training","","","","","","246821","25373","25373","9.881","","1207","343","3.519","65.815","Normal","5.894","1","0","","404","187","0","99.470","275","124","0","31","25","0","","","","","6f8540e732ae23d112e50dc74f0243eb","0.531","","","","","en","1.1","","https://www.tops-int.com/cloud-computing-training","2025-05-26 13:15:55"
"https://www.tops-int.com/magento-training-course","text/html; charset=UTF-8","200","OK","Indexable","","Magento Training Course  :  Get Certified f in Magento, magento","63","553","⭐TOPS Technologies offers the ✅ Magento training & classes. Enroll in our certification course to learn Magento from experts with live projects and get a 100% job Assistance!","174","1073","Magento Training Course","23","Magento Training Course","23","Our Facts and Figures","21","Key Highlights","14","","","","https://www.tops-int.com/magento-training-course","","","","","","241922","24517","24517","9.548","","1041","319","3.263","71.625","Fairly Easy","5.486","1","0","","404","187","0","99.470","276","124","0","25","19","0","","","","","23e604290c03f766c4b97d9330d122e1","0.764","","","","","en","1.1","","https://www.tops-int.com/magento-training-course","2025-05-26 13:15:55"
"https://www.tops-int.com/it-training-gandhinagar","text/html; charset=UTF-8","200","OK","Indexable","","IT Training Courses in Gandhinagar | Best Coding classes - TOPS","63","570","Gandhinagar's top IT Software Training Institute for placements. Over 100k students trained. 50+ computer courses, including coding classes, with 100% placement assistance.","172","1091","IT Training, Gandhinagar, Python","32","Gandhinagar's Best IT Training Co Offering Coding Classes, Courses with Over 100k Trained and Placed Students","109","1 Location in Gandhinagar, 9 Location in Gujarat’s Top Cities","61","Life at TOPS, Gandhinagar","25","","","","https://www.tops-int.com/it-training-gandhinagar","","","","","","289254","28757","28757","11.199","","1637","472","3.468","67.603","Normal","6.027","1","0","","583","187","0","99.470","348","167","0","29","22","0","","","","","c722af91a7f8f6d4837af8d23853ae5f","0.843","","","","","en","1.1","","https://www.tops-int.com/it-training-gandhinagar","2025-05-26 13:15:55"
